Titulo;Genero;Linguagens;Categoria;Disponibilidade_Geografica;Duracao;IMDb_Score;Rotten_Tomatoes_Score;Metacritic_Score;Premios_Recebidos;Premios_Indicados;Receita_Bilheteria;Data_Lancamento_Netflix;Total_Score
Wild Rose;Comedy;English;Movie;3;1-2 hour;7.2;9.2;8.0;3.609665427509294;6.350078492935636;1;2020-09-13;8.133333333333333
The Duchess;Biography;English;Series;36;< 30 minutes;6.9;6.2;6.2;8.0;6.350078492935636;1;2020-09-11;6.433333333333334
Whos Afraid of the Wolf;Action;English, German;Movie;2;1-2 hour;6.6;5.2;5.9;3.609665427509294;6.350078492935636;1;2020-09-10;5.8999999999999995
Cargo;Drama;English, Aboriginal;Movie;35;1-2 hour;6.3;6.7;6.5;1.0;17.0;NAO_DEFINIDO;2020-09-08;6.5
Lingua Franca;Drama;English, Tagalog, Russian;Movie;2;1-2 hour;6.3;8.6;6.1;6.0;19.0;NAO_DEFINIDO;2020-09-05;7.0
Quantum of Solace;Action;English, Spanish, Italian, French, Swiss German, German;Movie;1;1-2 hour;6.6;6.4;5.8;4.0;6.350078492935636;1;2020-09-05;6.266666666666666
Strange but True;Thriller;English;Movie;2;1-2 hour;5.8;5.6;5.5;0.0;0.0;NAO_DEFINIDO;2020-09-05;5.633333333333333
The Young Messiah;Drama;English;Movie;1;1-2 hour;5.6;4.9;3.3;3.0;0.0;1;2020-09-05;4.6
Freak Show;Comedy;English;Movie;1;1-2 hour;6.6;5.3;5.4;0.0;4.0;1;2020-09-05;5.766666666666667
Afterschool;Drama;English;Movie;1;1-2 hour;6.1;8.0;6.6;1.0;10.0;1;2020-09-05;6.8999999999999995
Matt & Mou;Documentary;English;Movie;2;1-2 hour;7.6;10.0;7.5;8.0;2.0;NAO_DEFINIDO;2020-09-05;8.366666666666667
Sleepless;Action;English;Movie;3;1-2 hour;5.6;2.5;3.4;0.0;1.0;1;2020-09-05;3.8333333333333335
Somewhere In Time;Drama;English;Movie;2;1-2 hour;7.2;6.1;2.9;7.0;4.0;1;2020-09-05;5.3999999999999995
We are;Drama;English;Movie;1;> 2 hrs;7.1;4.8;5.3;0.0;1.0;1;2020-09-05;5.733333333333333
Still Life;Drama;English;Movie;2;1-2 hour;7.4;6.4;4.5;3.609665427509294;5.0;1;2020-09-05;6.1000000000000005
The Tree;Drama;English, French;Movie;2;1-2 hour;6.6;7.2;5.8;1.0;16.0;1;2020-09-05;6.533333333333332
Outbreak;Action;English, Korean, French;Series;1;< 30 minutes;6.6;5.9;6.4;5.0;5.0;1;2020-09-05;6.3
The Collector;Action;English;Series;4;< 30 minutes;6.4;2.9;2.9;0.0;0.0;1;2020-09-05;4.066666666666667
The Good Liar;Crime;English, German, Russian, French, Spanish;Movie;3;1-2 hour;6.6;6.3;5.5;0.0;4.0;1;2020-09-04;6.133333333333333
Anastasia;Animation;English, Russian, French;Movie;14;1-2 hour;7.2;8.6;6.1;10.0;6.350078492935636;1;2020-09-04;7.3
Im Thinking of Ending Things;Action;English, Sanskrit;Movie;36;> 2 hrs;6.5;5.2;5.1;3.609665427509294;6.350078492935636;1;2020-09-04;5.6000000000000005
Parasite;Comedy;Korean, English;Movie;5;> 2 hrs;8.6;9.8;9.6;3.609665427509294;6.350078492935636;1;2020-09-03;9.333333333333334
The Current War;Biography;English, Spanish;Movie;3;1-2 hour;6.5;3.1;5.5;0.0;0.0;1;2020-09-03;5.033333333333333
Whos Next?;Action;English, German;Movie;2;1-2 hour;6.6;5.2;5.9;3.609665427509294;6.350078492935636;1;2020-09-03;5.8999999999999995
Chefs Table: BBQ;Adventure;English, Spanish;Series;36;< 30 minutes;7.3;8.7;6.8;2.0;4.0;1;2020-09-02;7.599999999999999
Hustlers;Comedy;English, Russian;Movie;5;1-2 hour;6.3;8.7;7.9;3.609665427509294;6.350078492935636;1;2020-09-02;7.633333333333333
Bullitt;Action;English;Movie;5;1-2 hour;7.4;9.7;8.1;7.0;9.0;1;2020-09-01;8.4
The New World;Biography;English, Algonquin, Inuktitut;Movie;1;> 2 hrs;6.7;6.2;6.9;6.0;6.350078492935636;1;2020-08-31;6.6000000000000005
Dudley Do-Right;Comedy;English;Movie;1;1-2 hour;3.9;1.6;4.4;0.0;1.0;1;2020-08-31;3.3000000000000003
Photograph;Drama;Hindi, Gujarati, English;Movie;1;1-2 hour;6.8;7.9;6.5;0.0;4.0;1;2020-08-26;7.066666666666667
Black Rose;Action;English, Russian;Movie;8;> 2 hrs;2.5;2.2;0.5;0.0;0.0;NAO_DEFINIDO;2020-08-23;1.7333333333333334
Official Secrets;Biography;English, Mandarin;Movie;1;1-2 hour;7.3;8.2;6.3;5.0;15.0;1;2020-08-22;7.266666666666666
Class of 83;Action;English;Movie;36;1-2 hour;6.6;7.5;4.9;0.0;2.0;NAO_DEFINIDO;2020-08-21;6.333333333333333
Neighbors;Comedy;English;Movie;1;1-2 hour;6.3;7.3;6.8;8.0;11.0;1;2020-08-20;6.8
Scarecrow;Drama;English;Movie;34;> 2 hrs;7.3;7.5;7.2;4.0;0.0;1;2020-08-20;7.333333333333333
Vice;Biography;English, Arabic;Movie;3;> 2 hrs;7.2;6.5;6.1;3.609665427509294;6.350078492935636;1;2020-08-19;6.6000000000000005
The Divine Fury;Action;Korean, Latin;Movie;1;> 2 hrs;6.2;4.4;3.3;1.0;3.0;1;2020-08-19;4.633333333333334
Nigerian Prince;Crime;English, Ibo;Movie;33;1-2 hour;5.6;10.0;6.1;0.0;0.0;NAO_DEFINIDO;2020-08-15;7.233333333333333
Fearless;Action;Mandarin, Japanese, English;Movie;36;1-2 hour;7.6;7.3;7.0;6.0;13.0;1;2020-08-14;7.3
My Friend A;Biography;English;Movie;1;> 2 hrs;6.2;8.6;6.8;1.0;3.0;1;2020-08-08;7.2
Joker;Crime;English;Movie;2;> 2 hrs;8.4;6.8;5.9;3.609665427509294;6.350078492935636;1;2020-08-08;7.033333333333334
Doctor Sleep;Drama;English;Movie;3;> 2 hrs;7.3;7.8;5.9;7.0;6.350078492935636;1;2020-08-06;7.0
The Last Shot;Comedy;English;Movie;1;1-2 hour;5.6;6.2;4.7;0.0;0.0;1;2020-08-06;5.5
Worlds Most Wanted;Action;English, Spanish, Hebrew, Arabic;Series;36;< 30 minutes;7.0;6.6;6.3;3.0;6.350078492935636;1;2020-08-05;6.633333333333333
Sin City;Crime;English;Movie;35;1-2 hour;8.0;7.7;7.4;3.609665427509294;6.350078492935636;1;2020-08-05;7.7
The Peanut Butter Falcon;Adventure;English;Movie;1;1-2 hour;7.6;9.5;7.0;3.609665427509294;16.0;1;2020-08-03;8.033333333333333
Can You Keep a Secret?;Comedy;English;Movie;1;1-2 hour;5.3;2.9;3.5;0.0;0.0;NAO_DEFINIDO;2020-08-03;3.9000000000000004
Almost Love;Comedy;English;Movie;2;1-2 hour;5.6;6.7;4.2;7.0;1.0;NAO_DEFINIDO;2020-08-03;5.5
15 Minutes;Action;English, Czech, Russian, Greek, Afrikaans;Movie;1;> 2 hrs;6.1;3.2;3.4;0.0;1.0;1;2020-08-03;4.233333333333333
Love and Honor;Drama;English;Movie;1;> 2 hrs;5.7;1.3;2.8;0.0;0.0;1;2020-08-02;3.266666666666667
Knives Out;Comedy;English, Spanish, Hindi;Movie;5;> 2 hrs;7.9;9.7;8.2;3.609665427509294;6.350078492935636;1;2020-08-02;8.6
Be with Me;Drama;Cantonese, English, Hokkien, Mandarin;Movie;3;1-2 hour;7.0;9.0;6.7;3.609665427509294;7.0;1;2020-08-02;7.566666666666666
My Spy;Action;English, French, Russian;Movie;2;1-2 hour;6.3;4.8;4.6;0.0;0.0;NAO_DEFINIDO;2020-08-02;5.233333333333333
The Nightingale;Adventure;English, Irish, Aboriginal;Movie;1;> 2 hrs;7.3;8.6;7.7;3.609665427509294;6.350078492935636;1;2020-08-01;7.866666666666667
Tchoupi;Comedy;English, German, Spanish;Movie;3;1-2 hour;4.6;5.7;6.4;0.0;4.0;1;2020-08-01;5.566666666666666
21 Bridges;Action;English;Movie;5;1-2 hour;6.6;5.3;5.1;0.0;2.0;1;2020-08-01;5.666666666666667
Instinct;Drama;English;Series;4;< 30 minutes;6.6;2.7;4.3;1.0;2.0;1;2020-08-01;4.533333333333332
The Grudge;Horror;English, Japanese;Movie;8;1-2 hour;5.9;4.0;4.9;2.0;10.0;1;2020-08-01;4.933333333333334
Bad Boys for Life;Action;English, Spanish;Movie;8;> 2 hrs;6.6;7.7;5.9;2.0;12.0;1;2020-08-01;6.733333333333333
Barb Wire;Action;English, French, German;Movie;5;1-2 hour;3.3;2.7;4.0;1.0;7.0;1;2020-08-01;3.3333333333333335
Tread;Documentary;English;Movie;2;1-2 hour;7.1;9.0;6.6;0.0;1.0;1;2020-08-01;7.566666666666666
Oh Lucy!;Comedy;English, Japanese;Movie;1;1-2 hour;6.8;9.8;6.9;3.0;9.0;1;2020-07-29;7.833333333333333
The Call;Crime;English;Movie;1;1-2 hour;6.7;4.4;5.1;1.0;11.0;1;2020-07-29;5.400000000000001
Father;Comedy;Hindi;Movie;1;1-2 hour;7.2;5.0;3.0;3.609665427509294;14.0;1;2020-07-29;5.066666666666666
Surfers Time;Action;English, Japanese, Chinese, Arabic;Movie;1;1-2 hour;5.6;3.7;4.5;3.0;17.0;1;2020-07-29;4.6000000000000005
Stars;Drama;English;Movie;1;1-2 hour;7.7;8.1;6.9;3.609665427509294;15.0;1;2020-07-29;7.566666666666667
Redemption;Action;English, Polish, Cantonese, Italian;Movie;35;1-2 hour;6.2;4.9;4.3;0.0;0.0;1;2020-07-29;5.133333333333334
Its Her Day;Horror;English, Hebrew;Movie;33;1-2 hour;7.3;8.6;6.9;8.0;6.350078492935636;1;2020-07-29;7.599999999999999
Meet the Parents;Comedy;English, Thai, Spanish, Hebrew, French;Series;1;< 30 minutes;7.0;8.4;7.3;7.0;15.0;1;2020-07-28;7.566666666666667
Banana Split;Comedy;English, German;Movie;2;1-2 hour;6.2;8.9;6.3;3.0;4.0;NAO_DEFINIDO;2020-07-28;7.133333333333333
Animal Crackers;Comedy;English;Movie;23;1-2 hour;7.5;9.6;7.7;0.0;2.0;1;2020-07-24;8.266666666666666
Damsel;Comedy;English;Movie;14;1-2 hour;5.5;6.8;6.3;0.0;3.0;1;2020-07-23;6.2
Honeymoon;Drama;English;Movie;2;1-2 hour;5.7;7.6;6.5;0.0;5.0;1;2020-07-22;6.599999999999999
Ip Man 4: The Finale;Action;Cantonese, English, Mandarin;Movie;4;1-2 hour;7.0;8.4;6.2;3.609665427509294;10.0;1;2020-07-22;7.2
Never Look Away;Biography;German, Russian;Movie;1;> 2 hrs;7.7;7.7;6.8;5.0;6.350078492935636;1;2020-07-20;7.3999999999999995
Extreme Ops;Action;English, German, Japanese, Serbo-Croatian;Movie;2;1-2 hour;4.5;0.7;1.7;0.0;1.0;1;2020-07-19;2.3000000000000003
Funan;Animation;French;Movie;1;1-2 hour;6.9;9.3;7.9;3.0;2.0;1;2020-07-18;8.033333333333333
Bigger;Biography;English;Movie;1;1-2 hour;6.4;2.0;3.7;0.0;0.0;1;2020-07-18;4.033333333333334
A Dogs Journey;Drama;Swedish;Movie;10;1-2 hour;7.5;10.0;8.2;3.609665427509294;5.0;1;2020-07-16;8.566666666666666
Western Stars;Documentary;English;Movie;2;1-2 hour;7.5;9.4;8.0;1.0;2.0;1;2020-07-16;8.299999999999999
The Beach Bum;Comedy;English, Spanish;Movie;1;1-2 hour;5.5;5.6;5.5;1.0;7.0;1;2020-07-16;5.533333333333334
The Players;Comedy;French;Movie;35;1-2 hour;5.3;3.0;4.3;1.0;0.0;1;2020-07-15;4.2
Id like to Borrow a Girlfriend;Action;English, Sanskrit;Series;1;< 30 minutes;6.5;5.2;5.1;3.609665427509294;6.350078492935636;1;2020-07-15;5.6000000000000005
Rage;Action;English;Movie;1;1-2 hour;5.0;1.2;2.8;0.0;1.0;NAO_DEFINIDO;2020-07-15;3.0
Sylvia;Biography;English;Movie;35;1-2 hour;6.3;3.7;5.6;1.0;0.0;1;2020-07-15;5.199999999999999
Pat & Mat in a Movie;Biography;English;Movie;1;1-2 hour;7.3;8.6;5.3;0.0;4.0;NAO_DEFINIDO;2020-07-13;7.066666666666666
Luis and the Aliens;Animation;English, Spanish;Movie;2;1-2 hour;6.0;2.4;4.6;1.0;0.0;1;2020-07-13;4.333333333333333
Color Out of Space;Horror;English;Movie;1;1-2 hour;6.2;8.6;7.0;5.0;10.0;1;2020-07-13;7.266666666666666
About Time;Comedy;English;Series;10;< 30 minutes;7.8;6.9;5.5;3.0;9.0;1;2020-07-12;6.733333333333334
The Outrage;Action;Japanese, English;Movie;1;1-2 hour;6.8;8.0;6.7;0.0;1.0;1;2020-07-12;7.166666666666667
Heartbeats;Drama;French, English;Movie;1;> 2 hrs;7.1;7.3;7.0;6.0;15.0;1;2020-07-12;7.133333333333333
Grace;Drama;English;Movie;1;1-2 hour;5.1;7.2;5.2;2.0;5.0;1;2020-07-12;5.833333333333333
I See You;Crime;English;Movie;2;1-2 hour;6.8;7.9;6.5;1.0;1.0;NAO_DEFINIDO;2020-07-11;7.066666666666667
The Maid;Comedy;Spanish;Movie;6;1-2 hour;7.3;9.3;8.2;3.609665427509294;6.350078492935636;1;2020-07-10;8.266666666666667
Little Women;Drama;English, French;Movie;7;> 2 hrs;7.8;9.5;9.1;3.609665427509294;6.350078492935636;1;2020-07-10;8.799999999999999
Mamas Boy;Horror;English;Movie;32;1-2 hour;6.2;6.3;5.7;11.0;19.0;1;2020-07-10;6.066666666666666
Prince of Darkness;Horror;English, Latin;Movie;1;1-2 hour;6.7;5.8;5.0;1.0;1.0;1;2020-07-06;5.833333333333333
The Informer;Action;English, Polish, Spanish;Movie;1;1-2 hour;6.6;6.2;6.1;0.0;1.0;1;2020-07-06;6.3
Loving;Biography;English;Movie;1;1-2 hour;7.0;8.8;7.9;3.609665427509294;6.350078492935636;1;2020-07-05;7.900000000000001
Hook;Adventure;English;Series;36;< 30 minutes;6.8;2.9;5.2;7.0;6.350078492935636;1;2020-07-05;4.966666666666667
November Criminals;Crime;English, Mandarin;Movie;1;1-2 hour;5.3;0.0;3.1;0.0;0.0;NAO_DEFINIDO;2020-07-03;2.8000000000000003
Sisters in Law;Documentary;English;Movie;9;1-2 hour;7.2;9.2;7.1;6.0;3.0;1;2020-07-03;7.833333333333333
Shaft;Action;English, German, Spanish;Movie;1;1-2 hour;5.9;6.7;5.0;1.0;13.0;1;2020-07-02;5.866666666666667
Rio;Animation;English, Portuguese;Movie;5;1-2 hour;6.9;7.2;6.3;3.0;6.350078492935636;1;2020-07-02;6.8
The Silence of Others;Documentary;Spanish, English, Basque, Catalan;Movie;6;1-2 hour;8.0;10.0;7.3;3.609665427509294;13.0;1;2020-07-02;8.433333333333334
Twisted;Crime;English, Italian, Spanish;Movie;2;1-2 hour;5.3;0.1;2.6;1.0;0.0;1;2020-07-01;2.6666666666666665
My Cousin Rachel;Drama;English, Italian;Movie;2;1-2 hour;6.0;7.6;6.3;1.0;4.0;1;2020-07-01;6.633333333333333
Michael;Comedy;English, Portuguese;Movie;4;1-2 hour;5.7;3.4;3.8;0.0;1.0;1;2020-07-01;4.3
Chavela;Documentary;English, Spanish;Movie;4;1-2 hour;7.8;9.5;6.8;6.0;5.0;1;2020-07-01;8.033333333333333
Ride;Comedy;English;Movie;2;1-2 hour;5.7;5.2;4.8;0.0;0.0;NAO_DEFINIDO;2020-06-30;5.233333333333333
Ride Like a Girl;Biography;English;Movie;1;1-2 hour;7.0;6.8;4.7;0.0;9.0;NAO_DEFINIDO;2020-06-28;6.166666666666667
Assassination Nation;Action;English, Italian;Movie;15;1-2 hour;5.9;7.4;5.6;1.0;4.0;1;2020-06-27;6.3
Straight Up;Comedy;English, French;Movie;2;1-2 hour;6.8;9.3;6.6;0.0;2.0;1;2020-06-27;7.566666666666666
Ordinary People;Drama;English;Movie;35;1-2 hour;7.7;8.9;8.6;3.609665427509294;14.0;1;2020-06-26;8.4
Red;Action;English, Russian;Movie;1;> 2 hrs;7.0;7.2;6.0;4.0;19.0;1;2020-06-22;6.733333333333333
Stay Alive;Fantasy;English;Movie;2;1-2 hour;5.1;1.0;2.4;0.0;0.0;1;2020-06-22;2.8333333333333335
Human Capital;Crime;Italian, English;Movie;1;1-2 hour;7.3;8.1;6.3;3.609665427509294;6.350078492935636;1;2020-06-22;7.233333333333333
Woodshock;Drama;English;Movie;2;1-2 hour;4.3;2.5;3.9;0.0;0.0;1;2020-06-22;3.5666666666666664
Its Okay to Not Be Okay;Horror;English, Hebrew;Series;36;< 30 minutes;7.3;8.6;6.9;8.0;6.350078492935636;1;2020-06-21;7.599999999999999
Plus One;Comedy;English;Movie;2;1-2 hour;6.6;8.8;6.5;2.0;0.0;NAO_DEFINIDO;2020-06-20;7.3
Jumanji: The Next Level;Action;English;Movie;7;> 2 hrs;6.6;7.1;5.8;1.0;8.0;1;2020-06-20;6.5
Disclosure;Drama;English;Movie;36;1-2 hour;6.1;5.9;5.8;2.0;2.0;1;2020-06-19;5.933333333333333
Yesterday;Comedy;English, Portuguese, Japanese;Movie;4;1-2 hour;6.8;6.4;5.5;1.0;15.0;1;2020-06-19;6.233333333333334
The King;Biography;English, French, Latin;Movie;2;1-2 hour;7.2;7.1;6.2;3.609665427509294;6.350078492935636;NAO_DEFINIDO;2020-06-18;6.833333333333333
A Rainy Day in New York;Comedy;English;Movie;3;1-2 hour;6.5;4.7;3.8;3.0;0.0;NAO_DEFINIDO;2020-06-18;5.0
Scary Stories to Tell in the Dark;Adventure;English;Movie;7;1-2 hour;6.2;7.7;6.1;4.0;5.0;1;2020-06-18;6.666666666666667
The Goldfinch;Drama;English, Ukrainian, German, French;Movie;3;> 2 hrs;6.3;2.4;4.0;0.0;0.0;1;2020-06-18;4.233333333333333
The Land;Drama;English;Movie;28;> 2 hrs;6.4;7.0;5.0;2.0;3.0;1;2020-06-18;6.133333333333333
Ghosts of Cité Soleil;Documentary;Haitian, English, French;Movie;15;1-2 hour;7.1;7.8;6.4;2.0;4.0;1;2021-02-10;7.1000000000000005
Les Misérables;Drama;English;Movie;1;1-2 hour;7.6;7.0;6.3;3.609665427509294;6.350078492935636;1;2020-12-31;6.966666666666666
22 минуты;Action;English;Movie;1;1-2 hour;7.0;8.4;7.1;7.0;6.350078492935636;1;2020-12-16;7.5
The Pirogue;Drama;French, Wolof, Fulah, Spanish;Movie;0;1-2 hour;6.7;8.0;7.4;2.0;2.0;NAO_DEFINIDO;2020-12-06;7.366666666666667
2 дня;Action;English, Spanish;Movie;1;1-2 hour;8.5;9.3;7.5;3.609665427509294;6.350078492935636;1;2020-11-04;8.433333333333334
CALM WITH HORSES;Crime;English;Movie;3;1-2 hour;6.9;9.4;6.7;1.0;17.0;NAO_DEFINIDO;2020-10-26;7.666666666666667
Викинг 18+;Horror;English;Movie;1;> 2 hrs;5.2;2.3;2.4;1.0;2.0;1;2020-10-21;3.2999999999999994
Честное пионерское 2;Action;English, Spanish;Movie;1;1-2 hour;8.5;9.3;7.5;3.609665427509294;6.350078492935636;1;2020-10-14;8.433333333333334
Честное пионерское 3;Animation;English, Spanish;Movie;1;1-2 hour;8.2;9.8;9.2;3.609665427509294;6.350078492935636;1;2020-10-14;9.066666666666666
8 первых свиданий;Mystery;English;Movie;1;1-2 hour;7.0;8.1;7.2;11.0;6.350078492935636;1;2020-10-07;7.433333333333333
Anna;Action;English, Russian, French;Movie;5;1-2 hour;6.6;3.3;4.0;0.0;1.0;1;2020-06-15;4.633333333333333
The White Crow;Biography;Russian, English, French, Spanish;Movie;1;> 2 hrs;6.6;6.7;6.1;1.0;3.0;1;2020-06-14;6.466666666666666
Ma;Crime;English;Movie;3;1-2 hour;5.6;5.5;5.3;1.0;5.0;1;2020-06-14;5.466666666666666
The Last Black Man in San Francisco;Drama;English;Movie;1;> 2 hrs;7.3;9.2;8.3;3.609665427509294;6.350078492935636;1;2020-06-14;8.266666666666667
Fast & Furious Presents: Hobbs & Shaw;Action;English, Spanish, Russian, Japanese, Cantonese, Dutch;Movie;2;> 2 hrs;7.0;7.0;6.1;10.0;6.350078492935636;1;2020-06-14;6.7
Good Boys;Adventure;English;Movie;1;1-2 hour;6.7;8.0;6.0;2.0;7.0;1;2020-06-14;6.8999999999999995
The Art of Self-Defense;Action;English, French, German;Movie;3;1-2 hour;6.7;8.4;6.5;0.0;5.0;1;2020-06-14;7.2
Midway;Action;English, Japanese, Mandarin;Movie;3;> 2 hrs;6.7;4.1;4.7;0.0;1.0;1;2020-06-14;5.166666666666667
Killerman;Action;English;Movie;2;1-2 hour;5.4;2.6;4.2;0.0;0.0;1;2020-06-14;4.066666666666667
The Other Lamb;Drama;English;Movie;1;1-2 hour;5.2;7.5;6.5;2.0;3.0;1;2020-06-13;6.3999999999999995
Angel Heart;Horror;English, French;Series;1;< 30 minutes;7.3;7.9;6.1;2.0;4.0;1;2020-06-11;7.099999999999999
Boundaries;Comedy;English;Movie;2;1-2 hour;5.2;4.9;5.0;0.0;4.0;1;2020-06-11;5.033333333333333
Bay of Angels;Drama;French;Movie;1;1-2 hour;7.3;8.6;7.6;1.0;0.0;1;2020-06-10;7.833333333333333
VFW;Action;English;Movie;1;1-2 hour;6.1;8.1;7.2;2.0;1.0;NAO_DEFINIDO;2020-06-09;7.133333333333333
Lean on Pete;Adventure;English, Spanish;Movie;1;> 2 hrs;7.2;9.0;8.0;11.0;16.0;1;2020-06-06;8.066666666666666
It Chapter Two;Drama;English, North American Indian, Spanish;Movie;3;> 2 hrs;6.5;6.2;5.8;5.0;6.350078492935636;1;2020-06-04;6.166666666666667
The Addams Family;Comedy;English, Italian, French;Movie;1;1-2 hour;6.9;6.4;5.7;5.0;6.350078492935636;1;2020-06-02;6.333333333333333
Scums Wish;Crime;English;Series;5;< 30 minutes;7.6;8.9;7.8;0.0;0.0;1;2020-06-01;8.1
Mirai;Animation;Japanese, English;Movie;3;1-2 hour;7.0;9.0;8.1;5.0;6.350078492935636;1;2020-06-01;8.033333333333333
Rememory;Drama;English;Movie;1;1-2 hour;6.2;2.5;4.8;0.0;1.0;NAO_DEFINIDO;2020-06-01;4.5
Maiden;Documentary;English, French;Movie;1;1-2 hour;7.7;9.8;8.2;8.0;11.0;1;2020-06-01;8.566666666666666
The Kitchen;Action;English, Hebrew;Movie;2;1-2 hour;5.5;2.4;3.5;0.0;1.0;1;2020-06-01;3.8000000000000003
Ride;Comedy;English;Movie;3;1-2 hour;5.7;5.2;4.8;0.0;0.0;NAO_DEFINIDO;2020-06-01;5.233333333333333
The Kill Team;Action;English;Movie;1;1-2 hour;5.9;7.0;6.0;0.0;0.0;NAO_DEFINIDO;2020-06-01;6.3
High Strung Free Dance;Music;English;Movie;2;1-2 hour;6.8;5.0;4.3;0.0;0.0;1;2020-05-31;5.366666666666667
Untouchable;Documentary;English;Movie;1;1-2 hour;6.7;8.7;7.1;1.0;6.0;NAO_DEFINIDO;2020-05-30;7.5
Night;Adventure;English, Italian, Hebrew;Movie;8;1-2 hour;6.4;4.3;4.8;2.0;8.0;1;2020-05-29;5.166666666666667
Im No Longer Here;Action;English, Sanskrit;Movie;36;1-2 hour;6.5;5.2;5.1;3.609665427509294;6.350078492935636;1;2020-05-27;5.6000000000000005
Ne Zha;Animation;Mandarin, English;Movie;2;1-2 hour;7.5;8.8;5.4;3.609665427509294;6.350078492935636;1;2020-05-26;7.233333333333334
Snowpiercer;Action;English, Korean, French, Japanese, Czech, German;Series;35;< 30 minutes;7.1;9.4;8.4;3.609665427509294;6.350078492935636;1;2020-05-25;8.299999999999999
The Other;Drama;English;Movie;33;1-2 hour;6.9;8.3;6.5;1.0;0.0;1;2020-05-25;7.233333333333334
Donkey Skin;Drama;French;Movie;1;1-2 hour;7.0;8.9;7.0;1.0;0.0;NAO_DEFINIDO;2020-05-20;7.633333333333333
Monos;Adventure;Spanish, English;Movie;4;1-2 hour;6.9;9.2;7.8;3.609665427509294;6.350078492935636;1;2020-05-17;7.966666666666666
Mystify: Michael Hutchence;Documentary;English, Italian, French;Movie;4;1-2 hour;7.3;10.0;7.3;1.0;7.0;1;2020-05-17;8.200000000000001
Whats Up?;Comedy;English;Movie;35;1-2 hour;6.4;5.4;4.7;5.0;9.0;1;2020-05-17;5.5
Lifes Speed Bump;Horror;English, Japanese, Vietnamese;Movie;29;1-2 hour;6.6;6.7;5.4;0.0;7.0;1;2020-05-17;6.233333333333333
Lets Dance;Crime;Swedish, Spanish;Movie;29;1-2 hour;7.9;9.8;8.2;3.609665427509294;6.350078492935636;1;2020-05-17;8.633333333333335
For Sama;Documentary;Arabic, English;Movie;3;1-2 hour;8.5;9.9;8.9;3.609665427509294;6.350078492935636;1;2020-05-17;9.1
The End;Comedy;English;Movie;35;1-2 hour;6.2;6.0;4.6;0.0;0.0;1;2020-05-17;5.6000000000000005
Pat & Mat: Winter Fun;Biography;English;Movie;1;30-60 mins;7.3;8.6;5.3;0.0;4.0;NAO_DEFINIDO;2020-05-14;7.066666666666666
Jexi;Comedy;English;Movie;4;1-2 hour;6.0;1.9;3.9;0.0;1.0;1;2020-05-14;3.9333333333333336
Human Nature;Comedy;English, French;Movie;33;1-2 hour;6.4;4.9;5.6;2.0;2.0;1;2020-05-14;5.633333333333333
Ali & Alia;Biography;English, French, Swahili;Movie;35;1-2 hour;6.8;6.8;6.5;10.0;6.350078492935636;1;2020-05-13;6.7
Match;Comedy;English, French;Movie;33;1-2 hour;6.7;7.6;6.2;0.0;1.0;1;2020-05-07;6.833333333333333
Ophelia;Drama;English, Norwegian, Latin;Movie;3;1-2 hour;6.6;6.0;6.0;4.0;4.0;1;2020-05-06;6.2
Premature;Comedy;English, French;Movie;1;1-2 hour;5.8;4.8;3.4;0.0;2.0;NAO_DEFINIDO;2020-05-06;4.666666666666667
The Circus;Comedy;None, English;Movie;2;1-2 hour;8.1;9.6;9.0;1.0;3.0;NAO_DEFINIDO;2020-05-04;8.9
City Lights;Comedy;None, English;Movie;2;1-2 hour;8.5;9.8;9.9;3.0;0.0;1;2020-05-04;9.4
Black Cat, White Cat;Comedy;Romany, Serbian, Bulgarian;Movie;1;> 2 hrs;8.1;8.3;7.3;5.0;5.0;1;2020-05-04;7.8999999999999995
Bird on a Wire;Action;English;Movie;8;1-2 hour;6.0;3.2;3.6;0.0;0.0;1;2020-05-02;4.266666666666667
Step;Documentary;English;Movie;2;1-2 hour;6.8;9.6;8.1;9.0;6.350078492935636;1;2020-05-01;8.166666666666666
A Score to Settle;Action;English, Spanish, Italian;Movie;2;1-2 hour;4.6;1.5;3.7;0.0;1.0;NAO_DEFINIDO;2020-05-01;3.266666666666667
Gangsters Paradise: Jerusalema;Action;English, Afrikaans;Movie;32;1-2 hour;7.3;7.6;5.3;6.0;1.0;1;2020-05-01;6.733333333333333
The Soft Skin;Drama;French, Portuguese, English;Movie;2;1-2 hour;7.5;8.9;7.8;1.0;1.0;1;2020-04-24;8.066666666666668
Black and Blue;Action;English;Movie;8;1-2 hour;6.4;5.2;5.4;1.0;2.0;1;2020-04-22;5.666666666666667
The Willoughbys;Animation;English;Movie;36;1-2 hour;6.4;9.1;6.8;0.0;6.0;NAO_DEFINIDO;2020-04-22;7.433333333333333
Circus of Books;Documentary;English;Movie;36;1-2 hour;7.0;9.8;7.4;2.0;3.0;NAO_DEFINIDO;2020-04-22;8.066666666666668
What They Had;Drama;English;Movie;10;1-2 hour;6.6;8.6;6.9;3.0;4.0;1;2020-04-21;7.366666666666667
Zombieland: Double Tap;Action;English, Spanish, Italian, Inuktitut, Hindi;Movie;8;1-2 hour;6.7;6.8;5.5;0.0;4.0;1;2020-04-20;6.333333333333333
