Titulo;Genero;Linguagens;Categoria;Disponibilidade_Geografica;Duracao;IMDb_Score;Rotten_Tomatoes_Score;Metacritic_Score;Premios_Recebidos;Premios_Indicados;Receita_Bilheteria;Data_Lancamento_Netflix;Total_Score
Eighth Grade;Comedy;English;Movie;8;1-2 hour;7.4;9.9;8.9;3.609665427509294;6.350078492935636;1;2019-03-01;8.733333333333334
The Boy Who Harnessed the Wind;Biography;Arabic, Nyanja, English;Movie;34;1-2 hour;7.6;8.6;6.8;3.0;5.0;NAO_DEFINIDO;2019-03-01;7.666666666666667
All the Devils Men;Action;English;Movie;2;1-2 hour;5.1;2.3;2.7;0.0;0.0;NAO_DEFINIDO;2019-03-01;3.3666666666666667
How to Talk to Girls at Parties;Comedy;English;Movie;4;1-2 hour;5.7;4.8;5.0;0.0;9.0;1;2019-03-01;5.166666666666667
How to Be a Latin Lover;Comedy;English, Spanish;Movie;5;1-2 hour;6.0;3.9;5.4;2.0;2.0;1;2019-03-01;5.1000000000000005
Isnt It Romantic;Comedy;English;Movie;34;1-2 hour;5.9;7.0;6.0;1.0;8.0;1;2019-02-28;6.3
Bad Samaritan;Crime;English;Movie;2;1-2 hour;6.5;5.3;4.2;0.0;1.0;1;2019-02-28;5.333333333333333
Searching;Drama;English;Movie;5;1-2 hour;7.6;9.2;7.1;6.0;10.0;1;2019-02-27;7.966666666666666
Second Act;Comedy;English, Mandarin;Movie;9;1-2 hour;5.8;4.4;4.6;2.0;1.0;1;2019-02-23;4.933333333333333
Paddleton;Comedy;English;Movie;36;1-2 hour;7.2;8.8;7.0;0.0;3.0;NAO_DEFINIDO;2019-02-22;7.666666666666667
Hampstead;Comedy;English;Movie;2;1-2 hour;6.0;4.3;5.3;0.0;0.0;1;2019-02-19;5.2
Life of the Party;Comedy;English;Movie;2;1-2 hour;5.6;3.8;4.6;3.0;4.0;2;2019-02-18;4.666666666666667
Studio 54;Documentary;English;Movie;2;1-2 hour;7.0;9.0;7.0;2.0;5.0;1;2019-02-16;7.666666666666667
Hereditary;Drama;English, Spanish;Movie;5;> 2 hrs;7.3;8.9;8.7;3.609665427509294;6.350078492935636;1;2019-02-15;8.299999999999999
The Breaker Upperers;Comedy;English;Movie;35;1-2 hour;5.9;8.7;7.6;0.0;1.0;NAO_DEFINIDO;2019-02-15;7.3999999999999995
Sea of Love;Crime;English;Movie;1;1-2 hour;6.8;7.6;6.6;0.0;4.0;2;2019-02-15;7.0
Pathfinder;Action;English, Icelandic;Movie;6;1-2 hour;5.4;1.0;2.9;0.0;1.0;1;2019-02-15;3.1
Magnolia;Drama;English, German, French;Movie;4;> 2 hrs;8.0;8.3;7.7;3.609665427509294;6.350078492935636;1;2019-02-15;8.0
Elizabeth Harvest;Horror;English;Movie;2;1-2 hour;5.8;5.2;5.4;0.0;2.0;NAO_DEFINIDO;2019-02-14;5.466666666666666
Hearts Beat Loud;Comedy;English;Movie;1;1-2 hour;6.9;9.2;6.5;3.0;9.0;1;2019-02-14;7.533333333333334
Welcome Home;Thriller;English;Movie;6;1-2 hour;5.2;1.1;3.8;0.0;0.0;NAO_DEFINIDO;2019-02-12;3.3666666666666667
I Think Were Alone Now;Drama;English;Movie;1;1-2 hour;5.7;6.3;5.1;2.0;2.0;NAO_DEFINIDO;2019-02-12;5.7
We the Animals;Drama;English;Movie;2;1-2 hour;6.9;9.2;8.2;3.609665427509294;6.350078492935636;1;2019-02-11;8.1
God Bless the Broken Road;Drama;English;Movie;1;1-2 hour;5.6;1.7;3.1;0.0;0.0;1;2019-02-09;3.4666666666666663
High Flying Bird;Drama;English;Movie;36;1-2 hour;6.2;9.1;7.8;0.0;5.0;NAO_DEFINIDO;2019-02-08;7.7
Bleeding Steel;Action;English, Mandarin;Movie;6;1-2 hour;5.2;2.2;4.3;1.0;0.0;NAO_DEFINIDO;2019-02-05;3.9
Action Point;Comedy;English;Movie;5;1-2 hour;5.1;1.5;3.6;0.0;0.0;1;2019-02-04;3.4
7 Days in Entebbe;Action;English, German, French, Hebrew, Arabic;Movie;4;1-2 hour;5.8;2.4;4.9;0.0;0.0;1;2019-02-03;4.366666666666666
Maudie;Biography;English;Movie;4;1-2 hour;7.6;8.9;6.5;3.609665427509294;17.0;1;2019-02-03;7.666666666666667
Dances with Wolves;Adventure;English, Sioux, Pawnee;Movie;1;> 2 hrs;8.0;8.3;7.2;3.609665427509294;6.350078492935636;2;2019-02-01;7.833333333333333
Casino Royale;Action;English, Serbian, German, Italian, French;Movie;1;> 2 hrs;8.0;9.4;8.0;3.609665427509294;6.350078492935636;2;2019-02-01;8.466666666666667
Wont You Be My Neighbor?;Documentary;English;Movie;18;1-2 hour;8.4;9.7;8.5;3.609665427509294;6.350078492935636;1;2019-02-01;8.866666666666665
Boo! A Madea Halloween;Comedy;English;Movie;6;1-2 hour;4.6;1.9;3.0;0.0;6.0;2;2019-02-01;3.1666666666666665
Velvet Buzzsaw;Horror;English, Chinese, Italian;Movie;36;1-2 hour;5.7;6.1;6.1;1.0;2.0;NAO_DEFINIDO;2019-02-01;5.966666666666666
Believer;Action;Korean;Movie;1;> 2 hrs;6.5;8.3;5.8;7.0;6.350078492935636;1;2019-02-01;6.866666666666667
Alt-Right: Age of Rage;Documentary;English;Movie;2;1-2 hour;5.9;8.8;6.7;0.0;4.0;NAO_DEFINIDO;2019-01-28;7.133333333333334
An Evening with Beverly Luff Linn;Comedy;English;Movie;1;1-2 hour;5.8;5.2;5.4;0.0;5.0;1;2019-01-28;5.466666666666666
Polar;Action;English, Russian;Movie;35;1-2 hour;6.3;1.9;1.9;0.0;1.0;NAO_DEFINIDO;2019-01-25;3.3666666666666667
Kingdom;Action;Japanese;Series;36;< 30 minutes;6.6;9.4;6.2;3.0;7.0;NAO_DEFINIDO;2019-01-25;7.400000000000001
Thank You for Your Service;Biography;English;Movie;4;1-2 hour;6.6;7.7;6.8;1.0;1.0;1;2019-01-25;7.033333333333332
Hotel Transylvania 3: Summer Vacation;Animation;English, Spanish, German, Russian;Movie;6;1-2 hour;6.3;6.2;5.4;2.0;9.0;2;2019-01-24;5.966666666666666
Gotti;Biography;English;Movie;2;1-2 hour;4.8;0.0;2.4;0.0;7.0;1;2019-01-24;2.4
Rampage;Action;English, American Sign Language;Movie;6;1-2 hour;6.1;5.2;4.5;0.0;7.0;2;2019-01-24;5.266666666666667
What Keeps You Alive;Horror;English;Movie;8;1-2 hour;5.7;8.2;6.6;1.0;5.0;NAO_DEFINIDO;2019-01-23;6.833333333333333
The Spy Gone North;Drama;Korean, Mandarin, Japanese;Movie;1;> 2 hrs;7.3;10.0;6.9;3.609665427509294;6.350078492935636;1;2019-01-23;8.066666666666666
Ready Player One;Action;English;Movie;7;> 2 hrs;7.5;7.2;6.4;11.0;6.350078492935636;2;2019-01-23;7.033333333333334
Book Club;Comedy;English, Hungarian, Spanish, French;Movie;2;1-2 hour;6.1;5.4;5.3;2.0;3.0;2;2019-01-21;5.599999999999999
The Bullet Vanishes;Action;Mandarin, Cantonese;Movie;22;1-2 hour;6.6;9.2;6.5;4.0;18.0;1;2019-01-20;7.433333333333333
Soni;Drama;Hindi;Movie;36;1-2 hour;7.1;8.8;6.8;4.0;5.0;NAO_DEFINIDO;2019-01-18;7.566666666666666
IO;Adventure;English;Movie;35;1-2 hour;4.7;3.1;4.0;0.0;1.0;NAO_DEFINIDO;2019-01-18;3.933333333333333
FYRE: The Greatest Party That Never Happened;Documentary;English;Movie;36;1-2 hour;7.2;9.2;7.5;0.0;5.0;NAO_DEFINIDO;2019-01-18;7.966666666666666
The Last Laugh;Comedy;English;Movie;35;1-2 hour;5.6;5.3;3.1;0.0;0.0;NAO_DEFINIDO;2019-01-11;4.666666666666667
And Breathe Normally;Drama;Icelandic, English;Movie;13;1-2 hour;6.9;9.3;7.7;8.0;6.350078492935636;NAO_DEFINIDO;2019-01-04;7.966666666666668
Pope Francis: A Man of His Word;Documentary;Italian, Spanish, German, English;Movie;6;1-2 hour;6.3;8.2;6.3;1.0;4.0;1;2019-01-03;6.933333333333333
Occupation;Action;English;Movie;1;1-2 hour;4.8;5.0;4.5;1.0;0.0;NAO_DEFINIDO;2019-01-03;4.766666666666667
A Quiet Place;Drama;American Sign Language, English;Movie;4;1-2 hour;7.5;9.6;8.2;3.609665427509294;6.350078492935636;2;2019-01-02;8.433333333333332
Adrift;Action;English, French;Movie;11;1-2 hour;6.6;6.9;5.6;0.0;6.0;1;2019-01-01;6.366666666666667
The Witches;Adventure;English;Movie;6;1-2 hour;6.9;9.3;7.8;3.0;8.0;1;2019-01-01;8.0
Ideal Home;Comedy;English;Movie;1;1-2 hour;6.4;6.7;6.2;2.0;2.0;NAO_DEFINIDO;2019-01-01;6.433333333333334
Black Water;Action;English;Movie;1;1-2 hour;4.7;0.0;1.6;0.0;1.0;NAO_DEFINIDO;2019-01-01;2.1
The Book of Henry;Crime;English;Movie;2;1-2 hour;6.6;2.2;3.1;1.0;3.0;1;2019-01-01;3.9666666666666663
Brawl in Cell Block 99;Action;English;Movie;3;> 2 hrs;7.1;9.0;7.9;0.0;4.0;NAO_DEFINIDO;2019-01-01;8.0
Traffik;Thriller;English;Movie;9;1-2 hour;6.0;2.7;3.7;0.0;3.0;1;2018-12-31;4.133333333333333
Death Wish (2018);Action;English, Spanish;Movie;8;1-2 hour;6.4;1.8;3.1;0.0;4.0;1;2018-12-31;3.766666666666667
Every Day;Drama;English;Movie;6;1-2 hour;6.4;6.3;5.2;0.0;1.0;1;2018-12-31;5.966666666666668
Rupture;Horror;English;Movie;1;1-2 hour;4.8;1.8;3.5;1.0;0.0;NAO_DEFINIDO;2018-12-31;3.366666666666667
The Catcher Was a Spy;Biography;English, German, Italian, Japanese, French, Hebrew;Movie;1;1-2 hour;6.2;3.2;4.9;0.0;0.0;1;2018-12-30;4.766666666666667
Overboard (2018);Comedy;English, Norwegian, Spanish, French;Movie;1;1-2 hour;6.0;2.4;4.2;3.0;10.0;2;2018-12-27;4.2
Early Man;Animation;English;Movie;10;1-2 hour;6.1;8.0;6.8;1.0;10.0;1;2018-12-27;6.966666666666666
Game Night;Action;English;Movie;5;1-2 hour;6.9;8.5;6.6;4.0;19.0;2;2018-12-25;7.333333333333333
Midnight Sun;Drama;English;Movie;8;1-2 hour;6.6;2.1;3.8;0.0;9.0;1;2018-12-23;4.166666666666666
Wildling;Drama;English;Movie;2;1-2 hour;5.5;7.0;5.8;0.0;0.0;NAO_DEFINIDO;2018-12-23;6.1000000000000005
Bird Box;Horror;English;Movie;36;> 2 hrs;6.6;6.4;5.1;5.0;8.0;NAO_DEFINIDO;2018-12-21;6.033333333333334
The Indian in the Cupboard;Drama;English;Movie;1;1-2 hour;6.0;7.3;5.8;1.0;6.0;1;2018-12-20;6.366666666666667
The Mummy;Action;English, Egyptian (Ancient);Movie;3;1-2 hour;5.4;1.6;3.4;6.0;17.0;2;2018-12-20;3.466666666666667
Tomb Raider;Action;English, Cantonese, Hindi;Movie;1;1-2 hour;6.3;5.1;4.8;0.0;7.0;2;2018-12-16;5.3999999999999995
Klovn Forever;Comedy;Danish, English;Movie;1;1-2 hour;6.3;5.9;5.7;1.0;1.0;1;2018-12-15;5.966666666666666
Beijing Love Story;Drama;Mandarin;Movie;4;> 2 hrs;5.7;3.3;4.4;7.0;11.0;1;2018-12-14;4.466666666666668
Goldstone;Crime;English, Mandarin;Movie;1;1-2 hour;6.5;7.6;7.8;10.0;16.0;1;2018-12-10;7.3
AllI Wish;Comedy;English;Movie;1;1-2 hour;5.2;1.8;4.9;1.0;0.0;NAO_DEFINIDO;2018-12-07;3.9666666666666672
The American Meme;Documentary;English;Movie;36;1-2 hour;7.0;9.4;6.0;0.0;0.0;NAO_DEFINIDO;2018-12-07;7.466666666666666
Mowgli: Legend of the Jungle;Adventure;English, Hindi;Movie;35;1-2 hour;6.5;5.2;5.1;0.0;7.0;NAO_DEFINIDO;2018-12-07;5.6000000000000005
The Dirty Dozen;Action;English, German, French, Spanish, Latin;Movie;5;> 2 hrs;7.7;7.9;7.3;4.0;9.0;NAO_DEFINIDO;2018-12-06;7.633333333333333
Blade Runner: The Final Cut;Action;English, German, Cantonese, Japanese, Hungarian, Arabic;Movie;7;1-2 hour;8.1;9.0;8.4;3.609665427509294;19.0;1;2018-12-06;8.5
The Cakemaker;Drama;English, Hebrew, German;Movie;1;1-2 hour;7.2;9.8;7.4;3.609665427509294;15.0;1;2018-12-04;8.133333333333335
Elvis and Nixon;Comedy;English;Movie;1;1-2 hour;6.4;7.7;5.9;2.0;2.0;1;2018-12-02;6.666666666666667
Tiny Times 2;Drama;Mandarin;Movie;3;< 30 minutes;3.3;2.6;4.0;0.0;0.0;1;2018-12-01;3.3000000000000003
Gringo;Action;English, Spanish, French, Yoruba;Movie;10;1-2 hour;6.1;4.0;4.6;0.0;2.0;1;2018-12-01;4.8999999999999995
The Bookshop;Drama;English;Movie;5;1-2 hour;6.5;5.6;6.2;3.609665427509294;6.350078492935636;1;2018-12-01;6.099999999999999
The Strangers: Prey At Night;Horror;English;Movie;8;1-2 hour;5.2;3.9;4.8;0.0;0.0;1;2018-12-01;4.633333333333334
The Miracle Season;Drama;English;Movie;1;1-2 hour;6.5;5.1;4.4;0.0;1.0;1;2018-12-01;5.333333333333333
Suspiria;Horror;Italian, Russian, English, German, Latin;Movie;1;1-2 hour;7.4;9.3;7.9;0.0;3.0;NAO_DEFINIDO;2018-12-01;8.200000000000001
Summer of 84;Drama;English;Movie;3;1-2 hour;6.7;7.2;5.7;1.0;5.0;NAO_DEFINIDO;2018-12-01;6.533333333333334
Dark Crimes;Crime;English;Movie;2;1-2 hour;4.7;0.0;2.4;0.0;0.0;NAO_DEFINIDO;2018-12-01;2.3666666666666667
Aliens vs. Predator 2;Action;English;Movie;7;1-2 hour;4.7;1.2;2.9;0.0;4.0;1;2018-11-30;2.933333333333333
Greater;Biography;English;Movie;1;> 2 hrs;7.3;6.7;3.5;0.0;0.0;1;2018-11-27;5.833333333333333
Social Animals;Comedy;English;Movie;3;1-2 hour;5.3;3.8;3.7;0.0;0.0;1;2018-11-26;4.266666666666667
The Christmas Chronicles;Adventure;English, Spanish, French, Romanian;Movie;36;1-2 hour;7.0;6.7;5.2;0.0;2.0;NAO_DEFINIDO;2018-11-22;6.3
Hangman;Crime;English;Movie;2;1-2 hour;5.3;0.4;3.1;0.0;0.0;NAO_DEFINIDO;2018-11-18;2.9333333333333336
Braven;Action;English;Movie;4;1-2 hour;5.9;7.7;6.1;0.0;0.0;NAO_DEFINIDO;2018-11-16;6.566666666666666
The Ballad of Buster Scruggs;Comedy;English, French;Movie;36;> 2 hrs;7.3;8.9;7.9;7.0;6.350078492935636;NAO_DEFINIDO;2018-11-16;8.033333333333333
Police Story 2;Action;Cantonese;Movie;4;> 2 hrs;7.1;8.3;6.8;2.0;1.0;NAO_DEFINIDO;2018-11-16;7.3999999999999995
Last Days in the Desert;Adventure;English;Movie;3;1-2 hour;5.6;7.6;6.7;0.0;1.0;NAO_DEFINIDO;2018-11-16;6.633333333333333
A Better Tomorrow;Action;Cantonese, Mandarin, English;Movie;4;1-2 hour;7.5;9.3;7.8;6.0;14.0;NAO_DEFINIDO;2018-11-16;8.200000000000001
A Gentle Creature;Drama;Russian, French;Movie;1;> 2 hrs;6.6;7.6;7.8;2.0;13.0;NAO_DEFINIDO;2018-11-15;7.333333333333333
6 Below: Miracle on the Mountain;Adventure;English;Movie;2;1-2 hour;5.7;2.2;4.0;0.0;0.0;1;2018-11-13;3.9666666666666663
BuyBust;Action;Filipino, Tagalog;Movie;36;> 2 hrs;5.8;8.3;6.8;8.0;6.350078492935636;1;2018-11-13;6.966666666666666
Outlaw King;Action;English, French, Scottish Gaelic, Latin;Movie;36;> 2 hrs;6.9;6.1;5.9;0.0;2.0;NAO_DEFINIDO;2018-11-09;6.3
The 15:17 to Paris;Biography;English, French, Arabic, German, Dutch;Movie;5;1-2 hour;5.3;2.3;4.5;1.0;3.0;1;2018-11-07;4.033333333333334
The Other Side of the Wind;Drama;English, German;Movie;36;> 2 hrs;6.8;8.4;7.8;9.0;9.0;NAO_DEFINIDO;2018-11-02;7.666666666666667
I Do...Until I Dont;Comedy;English;Movie;1;1-2 hour;4.2;2.8;4.3;0.0;0.0;1;2018-11-01;3.766666666666667
Ethel and Ernest;Animation;English, German, French;Movie;1;1-2 hour;7.8;9.7;7.2;3.0;8.0;NAO_DEFINIDO;2018-11-01;8.233333333333333
Disobedience;Drama;English, Hebrew;Movie;3;1-2 hour;6.6;8.4;7.4;4.0;6.350078492935636;1;2018-11-01;7.466666666666666
Forever My Girl;Drama;English;Movie;1;1-2 hour;6.7;2.5;3.6;0.0;0.0;1;2018-11-01;4.266666666666667
Alien;Horror;English;Movie;2;1-2 hour;8.4;9.8;8.9;3.609665427509294;6.350078492935636;2;2018-11-01;9.033333333333333
Our House;Drama;English;Movie;23;1-2 hour;5.3;6.2;4.5;0.0;3.0;NAO_DEFINIDO;2018-11-01;5.333333333333333
Heneral Luna;Action;Filipino, Tagalog, English, Spanish;Movie;23;1-2 hour;7.5;7.5;5.8;3.609665427509294;19.0;1;2018-11-01;6.933333333333334
Kai Po Che!;Drama;Hindi;Movie;33;1-2 hour;7.7;7.8;4.0;11.0;6.350078492935636;1;2018-11-01;6.5
A Kid Like Jake;Drama;English;Movie;4;1-2 hour;5.4;4.9;5.8;0.0;1.0;1;2018-10-27;5.366666666666667
A.X.L.;Action;English;Movie;4;1-2 hour;5.3;7.0;2.9;0.0;0.0;1;2018-10-27;5.066666666666666
Dovlatov;Biography;Russian, Spanish, Finnish;Movie;6;> 2 hrs;6.4;8.0;6.8;4.0;9.0;NAO_DEFINIDO;2018-10-26;7.066666666666666
Shirkers;Documentary;English;Movie;36;1-2 hour;7.4;10.0;8.8;8.0;6.350078492935636;NAO_DEFINIDO;2018-10-26;8.733333333333334
Been So Long;Drama;;Movie;36;1-2 hour;5.5;9.2;7.4;0.0;1.0;NAO_DEFINIDO;2018-10-26;7.366666666666667
The Fate of the Furious;Action;English, Russian, Spanish;Movie;4;> 2 hrs;6.7;6.7;5.6;2.0;12.0;2;2018-10-25;6.333333333333333
Get Out;Horror;English;Movie;3;1-2 hour;7.7;9.8;8.5;3.609665427509294;6.350078492935636;2;2018-10-25;8.666666666666666
The Cured;Drama;English;Movie;2;1-2 hour;5.5;7.0;5.7;0.0;2.0;1;2018-10-21;6.066666666666666
Looking Glass;Mystery;English;Movie;4;1-2 hour;4.6;2.1;3.3;0.0;0.0;NAO_DEFINIDO;2018-10-20;3.3333333333333335
Terminal;Crime;English;Movie;4;1-2 hour;5.4;2.1;2.7;0.0;1.0;NAO_DEFINIDO;2018-10-19;3.4000000000000004
The Night Comes for Us;Action;Indonesian, English, Mandarin, French;Movie;36;> 2 hrs;7.0;9.1;6.9;0.0;2.0;NAO_DEFINIDO;2018-10-19;7.666666666666667
Father Figures;Comedy;English, Hawaiian;Movie;6;1-2 hour;5.5;1.7;2.2;0.0;1.0;1;2018-10-17;3.1333333333333333
The Kindergarten Teacher;Drama;English;Movie;3;1-2 hour;6.7;9.0;7.5;2.0;12.0;NAO_DEFINIDO;2018-10-12;7.733333333333333
Apostle;Drama;English, Chinese;Movie;36;> 2 hrs;6.3;7.8;6.2;1.0;8.0;NAO_DEFINIDO;2018-10-12;6.766666666666667
Murder on the Orient Express;Crime;English, French, German, Turkish, Italian, Swedish;Movie;1;> 2 hrs;7.3;9.0;6.3;9.0;16.0;1;2018-10-12;7.533333333333334
T2: Trainspotting;Drama;English, Bulgarian, Scots;Movie;1;1-2 hour;7.2;8.1;6.7;6.0;7.0;1;2018-10-11;7.333333333333333
22 July;Crime;English, Norwegian;Movie;36;> 2 hrs;6.8;8.0;6.9;2.0;3.0;NAO_DEFINIDO;2018-10-10;7.233333333333333
211;Action;English;Movie;2;1-2 hour;4.4;0.4;2.1;0.0;0.0;NAO_DEFINIDO;2018-10-10;2.3000000000000003
A Letter to Momo;Animation;Japanese;Movie;1;> 2 hrs;7.3;8.1;6.5;3.0;7.0;1;2018-10-10;7.3
Puerto Ricans in Paris;Comedy;English;Movie;2;1-2 hour;5.3;3.3;4.7;0.0;1.0;1;2018-10-07;4.433333333333334
Private Life;Comedy;English;Movie;36;> 2 hrs;7.2;9.3;8.3;1.0;17.0;NAO_DEFINIDO;2018-10-05;8.266666666666667
The Secret of My Success;Comedy;English;Movie;1;1-2 hour;6.5;5.7;3.6;1.0;0.0;2;2018-10-05;5.266666666666667
Demolition;Action;English;Movie;4;1-2 hour;7.0;5.3;4.9;1.0;2.0;1;2018-10-03;5.733333333333333
The Black Prince;Drama;English, Punjabi;Movie;18;> 2 hrs;6.6;0.7;2.6;3.609665427509294;0.0;NAO_DEFINIDO;2018-10-03;3.2999999999999994
Operation Finale;Biography;English, Spanish, French, German;Movie;35;> 2 hrs;6.6;6.0;5.8;0.0;1.0;1;2018-10-03;6.133333333333333
Stronger;Biography;English;Movie;5;1-2 hour;6.9;9.0;7.6;2.0;8.0;1;2018-10-02;7.833333333333333
The Spy;Action;English, German;Movie;1;1-2 hour;6.6;5.2;5.9;3.609665427509294;6.350078492935636;1;2018-10-01;5.8999999999999995
Tazza: The High Rollers;Comedy;Korean;Movie;1;> 2 hrs;7.2;8.5;7.7;3.609665427509294;17.0;NAO_DEFINIDO;2018-10-01;7.8
Save the Green Planet!;Comedy;Korean;Movie;1;1-2 hour;7.3;9.0;7.0;3.609665427509294;2.0;1;2018-10-01;7.766666666666667
Spider-Man: Homecoming;Action;English, Spanish;Movie;28;> 2 hrs;7.4;9.2;7.3;7.0;10.0;2;2018-10-01;7.966666666666666
Roman Israel, Esq.;Crime;English, Spanish, Armenian;Movie;9;> 2 hrs;6.5;5.4;5.8;2.0;10.0;1;2018-10-01;5.900000000000001
Secret Sunshine;Drama;Korean;Movie;1;> 2 hrs;7.5;9.4;8.4;3.609665427509294;15.0;NAO_DEFINIDO;2018-10-01;8.433333333333334
Sleight;Drama;English;Movie;1;1-2 hour;5.9;7.8;6.2;0.0;3.0;1;2018-10-01;6.633333333333334
Proud Mary;Action;English, Russian;Movie;10;1-2 hour;5.0;2.5;3.5;1.0;4.0;1;2018-10-01;3.6666666666666665
Typhoon;Action;Korean, English, Thai, Russian, Mandarin;Movie;1;1-2 hour;5.8;2.2;4.6;2.0;10.0;1;2018-10-01;4.199999999999999
Predators;Action;English, Spanish, Russian;Movie;7;1-2 hour;6.4;6.5;5.1;2.0;4.0;2;2018-10-01;6.0
The Dark Tower;Action;English;Movie;21;1-2 hour;5.6;1.6;3.4;0.0;4.0;2;2018-10-01;3.533333333333333
The Flu;Action;Korean, English, Filipino;Movie;1;> 2 hrs;6.6;3.6;4.0;0.0;1.0;NAO_DEFINIDO;2018-10-01;4.733333333333333
Rough Night;Comedy;English, Spanish;Movie;8;1-2 hour;5.2;4.4;5.1;1.0;1.0;1;2018-10-01;4.9
Godzilla: Resurgence;Action;Japanese, Japanese Sign Language, English, German;Movie;1;1-2 hour;6.8;8.6;6.7;3.609665427509294;10.0;1;2018-10-01;7.366666666666667
Call Me by Your Name;Drama;English, Italian, French, German, Hebrew;Movie;23;> 2 hrs;7.9;9.4;9.3;3.609665427509294;6.350078492935636;1;2018-10-01;8.866666666666667
Jumanji: Welcome to the Jungle;Action;English;Movie;21;1-2 hour;6.9;7.6;5.8;6.0;18.0;2;2018-10-01;6.766666666666666
Insidious: The Last Key;Horror;English;Movie;7;1-2 hour;5.7;3.3;4.9;0.0;6.0;2;2018-10-01;4.633333333333334
Blade Runner 2049;Action;English, Finnish, Japanese, Hungarian, Russian, Somali, Spanish;Movie;19;> 2 hrs;8.0;8.8;8.1;3.609665427509294;6.350078492935636;2;2018-10-01;8.3
Manchester by the Sea;Drama;English;Movie;3;> 2 hrs;7.8;9.6;9.6;3.609665427509294;6.350078492935636;1;2018-10-01;9.0
Chappaquiddick;Biography;English;Movie;1;1-2 hour;6.4;8.1;6.7;0.0;4.0;1;2018-10-01;7.066666666666667
Flatliners;Drama;English;Movie;14;1-2 hour;5.2;0.4;2.7;1.0;4.0;1;2018-10-01;2.766666666666667
Baby Driver;Action;English, American Sign Language;Movie;20;1-2 hour;7.6;9.2;8.6;3.609665427509294;6.350078492935636;2;2018-10-01;8.466666666666667
Thirteen;Drama;English, Spanish, Portuguese;Movie;2;1-2 hour;6.8;8.1;7.0;3.609665427509294;6.350078492935636;1;2018-10-01;7.3
Damascus Cover;Thriller;Arabic, German, English;Movie;27;1-2 hour;5.2;1.4;3.6;10.0;0.0;NAO_DEFINIDO;2018-10-01;3.4000000000000004
Jodhaa Akbar;Action;Hindi, Urdu;Movie;32;> 2 hrs;7.6;7.5;6.9;3.609665427509294;6.350078492935636;1;2018-09-30;7.333333333333333
Delhi 6;Drama;Hindi, English;Movie;35;> 2 hrs;6.1;3.6;4.5;11.0;16.0;1;2018-09-30;4.733333333333333
The German Doctor;Drama;Spanish, German, Hebrew;Movie;3;1-2 hour;6.7;7.5;6.2;3.609665427509294;6.350078492935636;1;2018-09-30;6.8
Clandestine Childhood;Drama;Spanish, Portuguese;Movie;3;1-2 hour;7.0;4.0;5.5;3.609665427509294;18.0;1;2018-09-30;5.5
Hold the Dark;Action;English;Movie;36;> 2 hrs;5.6;7.0;6.3;1.0;0.0;NAO_DEFINIDO;2018-09-28;6.3
Sleepless;Action;English;Movie;3;1-2 hour;5.6;2.5;3.4;0.0;1.0;1;2018-09-27;3.8333333333333335
Life;Horror;English, Japanese, Vietnamese;Movie;4;1-2 hour;6.6;6.7;5.4;0.0;7.0;1;2018-09-27;6.233333333333333
Wonder;Drama;English;Movie;18;1-2 hour;8.0;8.5;6.6;4.0;6.350078492935636;2;2018-09-26;7.7
The Hurricane Heist;Action;American Sign Language, English;Movie;4;1-2 hour;5.1;4.7;3.5;0.0;0.0;1;2018-09-26;4.433333333333334
Nappily Ever After;Comedy;English;Movie;36;1-2 hour;6.4;7.1;6.3;1.0;5.0;NAO_DEFINIDO;2018-09-21;6.599999999999999
Quincy;Documentary;English;Movie;36;> 2 hrs;7.6;8.2;6.0;8.0;8.0;NAO_DEFINIDO;2018-09-21;7.266666666666666
Police Academy 3: Back in Training;Comedy;English;Movie;1;1-2 hour;5.4;4.0;3.3;1.0;0.0;1;2018-09-20;4.233333333333333
The Endless;Drama;English;Movie;2;1-2 hour;6.5;9.2;8.0;5.0;8.0;1;2018-09-19;7.8999999999999995
Split;Horror;English;Movie;31;1-2 hour;7.3;7.7;6.2;9.0;6.350078492935636;2;2018-09-17;7.066666666666666
The Land of Steady Habits;Comedy;English;Movie;34;1-2 hour;6.2;8.3;7.1;0.0;0.0;NAO_DEFINIDO;2018-09-14;7.2
Reversing Roe;Documentary;English;Movie;36;1-2 hour;7.4;8.8;7.0;0.0;0.0;NAO_DEFINIDO;2018-09-13;7.733333333333334
A Prayer Before Dawn;Action;English, Thai;Movie;7;1-2 hour;6.9;9.2;7.6;1.0;6.0;1;2018-09-07;7.8999999999999995
Sierra Burgess Is A Loser;Comedy;English;Movie;36;1-2 hour;5.8;6.1;6.0;0.0;2.0;NAO_DEFINIDO;2018-09-07;5.966666666666666
Only the Brave;Action;English;Movie;13;> 2 hrs;7.6;8.7;7.2;0.0;3.0;1;2018-09-05;7.833333333333333
ATM;Horror;English;Movie;16;> 2 hrs;4.7;1.2;3.4;0.0;0.0;1;2018-09-05;3.0999999999999996
Winchester;Biography;English;Movie;6;1-2 hour;5.5;1.3;2.8;6.0;9.0;1;2018-09-01;3.2000000000000006
The Hollars;Comedy;English;Movie;1;1-2 hour;6.6;4.7;5.3;1.0;3.0;1;2018-09-01;5.533333333333332
